participant,question,original_column,phase,response
22,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
23,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
24,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,3 - Neither disagree or agree
25,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,2 - Disagree
26,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
27,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
28,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
29,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,5 - Strongly agree
30,I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),I frequently felt isolated or lonely while studying/working remotely. (Question adapted from Soares Passos et al. (2023)),yes/no,4 - Agree
0,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,2 - Disagree
1,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,4 - Agree
2,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,4 - Agree
3,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,2 - Disagree
4,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,1 - Strongly Disagree
5,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,4 - Agree
6,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,3 - Neither disagree or agree
7,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,5 - Strongly agree
8,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,4 - Agree
9,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,4 - Agree
10,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,3 - Neither disagree or agree
11,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,4 - Agree
12,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,4 - Agree
13,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,3 - Neither disagree or agree
14,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,3 - Neither disagree or agree
15,I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),I felt emotionally exhausted during the pandemic. (Question adapted from Beutel et al. (2021); Soares Passos et al. (2023)),yes/no,2 - Disagree
